ASNumber,BinValue+-NoiseValue,[BinValue-NoiseValue;BinValue+NoiseValue],(NoisePercent=BinValue/NoiseValue),(Status(NoisePercent<100%);Status(BinValue-NoiseValue>0))
54086,369+-5671,[-5302;6040],(1536.9%),(obscured;zero)
45688,355+-5671,[-5316;6026],(1597.5%),(obscured;zero)
7314,347+-5671,[-5324;6018],(1634.3%),(obscured;zero)
6621,339+-5671,[-5332;6010],(1672.9%),(obscured;zero)
41841,336+-5671,[-5335;6007],(1687.8%),(obscured;zero)
395747,328+-5671,[-5343;5999],(1729.0%),(obscured;zero)
56705,319+-5671,[-5352;5990],(1777.7%),(obscured;zero)
31902,308+-5671,[-5363;5979],(1841.2%),(obscured;zero)
264960,306+-5671,[-5365;5977],(1853.3%),(obscured;zero)
4672,295+-5671,[-5376;5966],(1922.4%),(obscured;zero)
202573,291+-5671,[-5380;5962],(1948.8%),(obscured;zero)
8447,285+-5671,[-5386;5956],(1989.8%),(obscured;zero)
1935,284+-5671,[-5387;5955],(1996.8%),(obscured;zero)
14354,280+-5671,[-5391;5951],(2025.4%),(obscured;zero)
13667,278+-5671,[-5393;5949],(2039.9%),(obscured;zero)
3061,276+-5671,[-5395;5947],(2054.7%),(obscured;zero)
22689,267+-5671,[-5404;5938],(2124.0%),(obscured;zero)
6703,265+-5671,[-5406;5936],(2140.0%),(obscured;zero)
132915,265+-5671,[-5406;5936],(2140.0%),(obscured;zero)
6210,257+-5671,[-5414;5928],(2206.6%),(obscured;zero)
15891,248+-5671,[-5423;5919],(2286.7%),(obscured;zero)
38006,229+-5671,[-5442;5900],(2476.4%),(obscured;zero)
12759,223+-5671,[-5448;5894],(2543.0%),(obscured;zero)
393415,209+-5671,[-5462;5880],(2713.4%),(obscured;zero)
199772,205+-5671,[-5466;5876],(2766.3%),(obscured;zero)
41733,201+-5671,[-5470;5872],(2821.4%),(obscured;zero)
206994,200+-5671,[-5471;5871],(2835.5%),(obscured;zero)
39147,191+-5671,[-5480;5862],(2969.1%),(obscured;zero)
17996,183+-5671,[-5488;5854],(3098.9%),(obscured;zero)
55200,173+-5671,[-5498;5844],(3278.0%),(obscured;zero)
13036,172+-5671,[-5499;5843],(3297.1%),(obscured;zero)
395961,170+-5671,[-5501;5841],(3335.9%),(obscured;zero)
26156,164+-5671,[-5507;5835],(3457.9%),(obscured;zero)
265341,161+-5671,[-5510;5832],(3522.4%),(obscured;zero)
51923,159+-5671,[-5512;5830],(3566.7%),(obscured;zero)
55480,157+-5671,[-5514;5828],(3612.1%),(obscured;zero)
197094,151+-5671,[-5520;5822],(3755.6%),(obscured;zero)
54762,143+-5671,[-5528;5814],(3965.7%),(obscured;zero)
12989,132+-5671,[-5539;5803],(4296.2%),(obscured;zero)
4277,124+-5671,[-5547;5795],(4573.4%),(obscured;zero)
53233,124+-5671,[-5547;5795],(4573.4%),(obscured;zero)
22346,120+-5671,[-5551;5791],(4725.8%),(obscured;zero)
24627,118+-5671,[-5553;5789],(4805.9%),(obscured;zero)
9824,114+-5671,[-5557;5785],(4974.6%),(obscured;zero)
200702,108+-5671,[-5563;5779],(5250.9%),(obscured;zero)
23873,96+-5671,[-5575;5767],(5907.3%),(obscured;zero)
199181,94+-5671,[-5577;5765],(6033.0%),(obscured;zero)
53082,88+-5671,[-5583;5759],(6444.3%),(obscured;zero)
30217,81+-5671,[-5590;5752],(7001.2%),(obscured;zero)
13439,79+-5671,[-5592;5750],(7178.5%),(obscured;zero)
203161,68+-5671,[-5603;5739],(8339.7%),(obscured;zero)
47198,67+-5671,[-5604;5738],(8464.2%),(obscured;zero)
14214,65+-5671,[-5606;5736],(8724.6%),(obscured;zero)
17665,58+-5671,[-5613;5729],(9777.6%),(obscured;zero)
265314,37+-5671,[-5634;5708],(15327.0%),(obscured;zero)
20656,25+-5671,[-5646;5696],(22684.0%),(obscured;zero)
9905,24+-5671,[-5647;5695],(23629.2%),(obscured;zero)
21962,22+-5671,[-5649;5693],(25777.3%),(obscured;zero)
132456,20+-5671,[-5651;5691],(28355.0%),(obscured;zero)
134896,18+-5671,[-5653;5689],(31505.6%),(obscured;zero)
64840,10+-5671,[-5661;5681],(56710.0%),(obscured;zero)
197887,4+-5671,[-5667;5675],(141775.0%),(obscured;zero)
49189,-12+-5671,[-5683;5659],(47258.3%),(obscured;zero)
36476,-15+-5671,[-5686;5656],(37806.7%),(obscured;zero)
348,-21+-5671,[-5692;5650],(27004.8%),(obscured;zero)
57344,-24+-5671,[-5695;5647],(23629.2%),(obscured;zero)
39903,-26+-5671,[-5697;5645],(21811.5%),(obscured;zero)
22964,-47+-5671,[-5718;5624],(12066.0%),(obscured;zero)
11947,-59+-5671,[-5730;5612],(9611.9%),(obscured;zero)
57567,-87+-5671,[-5758;5584],(6518.4%),(obscured;zero)
12637,-91+-5671,[-5762;5580],(6231.9%),(obscured;zero)
21240,-94+-5671,[-5765;5577],(6033.0%),(obscured;zero)
7893,-96+-5671,[-5767;5575],(5907.3%),(obscured;zero)
395535,-101+-5671,[-5772;5570],(5614.9%),(obscured;zero)
22754,-112+-5671,[-5783;5559],(5063.4%),(obscured;zero)
328138,-127+-5671,[-5798;5544],(4465.4%),(obscured;zero)
205898,-134+-5671,[-5805;5537],(4232.1%),(obscured;zero)
45427,-137+-5671,[-5808;5534],(4139.4%),(obscured;zero)
57886,-141+-5671,[-5812;5530],(4022.0%),(obscured;zero)
8672,-142+-5671,[-5813;5529],(3993.7%),(obscured;zero)
262364,-144+-5671,[-5815;5527],(3938.2%),(obscured;zero)
41321,-145+-5671,[-5816;5526],(3911.0%),(obscured;zero)
12450,-153+-5671,[-5824;5518],(3706.5%),(obscured;zero)
6839,-154+-5671,[-5825;5517],(3682.5%),(obscured;zero)
53780,-154+-5671,[-5825;5517],(3682.5%),(obscured;zero)
265189,-159+-5671,[-5830;5512],(3566.7%),(obscured;zero)
9235,-162+-5671,[-5833;5509],(3500.6%),(obscured;zero)
53393,-166+-5671,[-5837;5505],(3416.3%),(obscured;zero)
393436,-169+-5671,[-5840;5502],(3355.6%),(obscured;zero)
51207,-172+-5671,[-5843;5499],(3297.1%),(obscured;zero)
396094,-176+-5671,[-5847;5495],(3222.2%),(obscured;zero)
59908,-178+-5671,[-5849;5493],(3186.0%),(obscured;zero)
57079,-187+-5671,[-5858;5484],(3032.6%),(obscured;zero)
135232,-194+-5671,[-5865;5477],(2923.2%),(obscured;zero)
202808,-196+-5671,[-5867;5475],(2893.4%),(obscured;zero)
135918,-197+-5671,[-5868;5474],(2878.7%),(obscured;zero)
199833,-197+-5671,[-5868;5474],(2878.7%),(obscured;zero)
42102,-202+-5671,[-5873;5469],(2807.4%),(obscured;zero)
51557,-212+-5671,[-5883;5459],(2675.0%),(obscured;zero)
46726,-214+-5671,[-5885;5457],(2650.0%),(obscured;zero)
44924,-223+-5671,[-5894;5448],(2543.0%),(obscured;zero)
51843,-235+-5671,[-5906;5436],(2413.2%),(obscured;zero)
52719,-243+-5671,[-5914;5428],(2333.7%),(obscured;zero)
48183,-245+-5671,[-5916;5426],(2314.7%),(obscured;zero)
25109,-249+-5671,[-5920;5422],(2277.5%),(obscured;zero)
32873,-252+-5671,[-5923;5419],(2250.4%),(obscured;zero)
262696,-252+-5671,[-5923;5419],(2250.4%),(obscured;zero)
134311,-253+-5671,[-5924;5418],(2241.5%),(obscured;zero)
136306,-255+-5671,[-5926;5416],(2223.9%),(obscured;zero)
263758,-255+-5671,[-5926;5416],(2223.9%),(obscured;zero)
395691,-255+-5671,[-5926;5416],(2223.9%),(obscured;zero)
28851,-260+-5671,[-5931;5411],(2181.2%),(obscured;zero)
61977,-265+-5671,[-5936;5406],(2140.0%),(obscured;zero)
45733,-270+-5671,[-5941;5401],(2100.4%),(obscured;zero)
393816,-272+-5671,[-5943;5399],(2084.9%),(obscured;zero)
35686,-279+-5671,[-5950;5392],(2032.6%),(obscured;zero)
21631,-280+-5671,[-5951;5391],(2025.4%),(obscured;zero)
62939,-281+-5671,[-5952;5390],(2018.1%),(obscured;zero)
60752,-291+-5671,[-5962;5380],(1948.8%),(obscured;zero)
25125,-298+-5671,[-5969;5373],(1903.0%),(obscured;zero)
30175,-303+-5671,[-5974;5368],(1871.6%),(obscured;zero)
202011,-305+-5671,[-5976;5366],(1859.3%),(obscured;zero)
41835,-316+-5671,[-5987;5355],(1794.6%),(obscured;zero)
59781,-326+-5671,[-5997;5345],(1739.6%),(obscured;zero)
58284,-346+-5671,[-6017;5325],(1639.0%),(obscured;zero)
56458,-356+-5671,[-6027;5315],(1593.0%),(obscured;zero)
62993,-357+-5671,[-6028;5314],(1588.5%),(obscured;zero)
19193,-362+-5671,[-6033;5309],(1566.6%),(obscured;zero)
12737,-369+-5671,[-6040;5302],(1536.9%),(obscured;zero)
63071,-370+-5671,[-6041;5301],(1532.7%),(obscured;zero)
48136,-375+-5671,[-6046;5296],(1512.3%),(obscured;zero)
263026,-375+-5671,[-6046;5296],(1512.3%),(obscured;zero)
24546,-387+-5671,[-6058;5284],(1465.4%),(obscured;zero)
43410,-389+-5671,[-6060;5282],(1457.8%),(obscured;zero)
394921,-391+-5671,[-6062;5280],(1450.4%),(obscured;zero)
34668,-393+-5671,[-6064;5278],(1443.0%),(obscured;zero)
13624,-402+-5671,[-6073;5269],(1410.7%),(obscured;zero)
33953,-404+-5671,[-6075;5267],(1403.7%),(obscured;zero)
266553,-405+-5671,[-6076;5266],(1400.2%),(obscured;zero)
39804,-407+-5671,[-6078;5264],(1393.4%),(obscured;zero)
12552,-408+-5671,[-6079;5263],(1390.0%),(obscured;zero)
31100,-409+-5671,[-6080;5262],(1386.6%),(obscured;zero)
28018,-410+-5671,[-6081;5261],(1383.2%),(obscured;zero)
45136,-411+-5671,[-6082;5260],(1379.8%),(obscured;zero)
24764,-417+-5671,[-6088;5254],(1360.0%),(obscured;zero)
266021,-419+-5671,[-6090;5252],(1353.5%),(obscured;zero)
48572,-422+-5671,[-6093;5249],(1343.8%),(obscured;zero)
132252,-423+-5671,[-6094;5248],(1340.7%),(obscured;zero)
57286,-432+-5671,[-6103;5239],(1312.7%),(obscured;zero)
12357,-437+-5671,[-6108;5234],(1297.7%),(obscured;zero)
24143,-439+-5671,[-6110;5232],(1291.8%),(obscured;zero)
265183,-442+-5671,[-6113;5229],(1283.0%),(obscured;zero)
34405,-443+-5671,[-6114;5228],(1280.1%),(obscured;zero)
55424,-447+-5671,[-6118;5224],(1268.7%),(obscured;zero)
30391,-450+-5671,[-6121;5221],(1260.2%),(obscured;zero)
4261,-462+-5671,[-6133;5209],(1227.5%),(obscured;zero)
265913,-464+-5671,[-6135;5207],(1222.2%),(obscured;zero)
203928,-468+-5671,[-6139;5203],(1211.8%),(obscured;zero)
58462,-472+-5671,[-6143;5199],(1201.5%),(obscured;zero)
203817,-476+-5671,[-6147;5195],(1191.4%),(obscured;zero)
51243,-477+-5671,[-6148;5194],(1188.9%),(obscured;zero)
34351,-487+-5671,[-6158;5184],(1164.5%),(obscured;zero)
56796,-495+-5671,[-6166;5176],(1145.7%),(obscured;zero)
132406,-495+-5671,[-6166;5176],(1145.7%),(obscured;zero)
15410,-502+-5671,[-6173;5169],(1129.7%),(obscured;zero)
1273,-508+-5671,[-6179;5163],(1116.3%),(obscured;zero)
41881,-508+-5671,[-6179;5163],(1116.3%),(obscured;zero)
53895,-514+-5671,[-6185;5157],(1103.3%),(obscured;zero)
45458,-522+-5671,[-6193;5149],(1086.4%),(obscured;zero)
135653,-532+-5671,[-6203;5139],(1066.0%),(obscured;zero)
35807,-534+-5671,[-6205;5137],(1062.0%),(obscured;zero)
134658,-536+-5671,[-6207;5135],(1058.0%),(obscured;zero)
27153,-537+-5671,[-6208;5134],(1056.1%),(obscured;zero)
46333,-538+-5671,[-6209;5133],(1054.1%),(obscured;zero)
11910,-541+-5671,[-6212;5130],(1048.2%),(obscured;zero)
135384,-541+-5671,[-6212;5130],(1048.2%),(obscured;zero)
48690,-542+-5671,[-6213;5129],(1046.3%),(obscured;zero)
55552,-551+-5671,[-6222;5120],(1029.2%),(obscured;zero)
22049,-553+-5671,[-6224;5118],(1025.5%),(obscured;zero)
47854,-556+-5671,[-6227;5115],(1020.0%),(obscured;zero)
395383,-557+-5671,[-6228;5114],(1018.1%),(obscured;zero)
6582,-562+-5671,[-6233;5109],(1009.1%),(obscured;zero)
21744,-567+-5671,[-6238;5104],(1000.2%),(obscured;zero)
9499,-568+-5671,[-6239;5103],(998.4%),(obscured;zero)
10130,-568+-5671,[-6239;5103],(998.4%),(obscured;zero)
61247,-575+-5671,[-6246;5096],(986.3%),(obscured;zero)
38669,-586+-5671,[-6257;5085],(967.7%),(obscured;zero)
51980,-586+-5671,[-6257;5085],(967.7%),(obscured;zero)
34583,-596+-5671,[-6267;5075],(951.5%),(obscured;zero)
18990,-597+-5671,[-6268;5074],(949.9%),(obscured;zero)
394779,-597+-5671,[-6268;5074],(949.9%),(obscured;zero)
38590,-606+-5671,[-6277;5065],(935.8%),(obscured;zero)
46822,-606+-5671,[-6277;5065],(935.8%),(obscured;zero)
199661,-606+-5671,[-6277;5065],(935.8%),(obscured;zero)
61016,-607+-5671,[-6278;5064],(934.3%),(obscured;zero)
13561,-612+-5671,[-6283;5059],(926.6%),(obscured;zero)
202617,-614+-5671,[-6285;5057],(923.6%),(obscured;zero)
6405,-618+-5671,[-6289;5053],(917.6%),(obscured;zero)
395580,-629+-5671,[-6300;5042],(901.6%),(obscured;zero)
17701,-631+-5671,[-6302;5040],(898.7%),(obscured;zero)
50980,-632+-5671,[-6303;5039],(897.3%),(obscured;zero)
48224,-634+-5671,[-6305;5037],(894.5%),(obscured;zero)
33338,-639+-5671,[-6310;5032],(887.5%),(obscured;zero)
56649,-646+-5671,[-6317;5025],(877.9%),(obscured;zero)
56599,-678+-5671,[-6349;4993],(836.4%),(obscured;zero)
50141,-685+-5671,[-6356;4986],(827.9%),(obscured;zero)
263988,-686+-5671,[-6357;4985],(826.7%),(obscured;zero)
21073,-694+-5671,[-6365;4977],(817.1%),(obscured;zero)
135172,-702+-5671,[-6373;4969],(807.8%),(obscured;zero)
264472,-702+-5671,[-6373;4969],(807.8%),(obscured;zero)
38759,-717+-5671,[-6388;4954],(790.9%),(obscured;zero)
41757,-732+-5671,[-6403;4939],(774.7%),(obscured;zero)
49149,-734+-5671,[-6405;4937],(772.6%),(obscured;zero)
13002,-738+-5671,[-6409;4933],(768.4%),(obscured;zero)
133848,-750+-5671,[-6421;4921],(756.1%),(obscured;zero)
36900,-762+-5671,[-6433;4909],(744.2%),(obscured;zero)
30849,-766+-5671,[-6437;4905],(740.3%),(obscured;zero)
53530,-767+-5671,[-6438;4904],(739.4%),(obscured;zero)
56642,-767+-5671,[-6438;4904],(739.4%),(obscured;zero)
15190,-768+-5671,[-6439;4903],(738.4%),(obscured;zero)
206081,-772+-5671,[-6443;4899],(734.6%),(obscured;zero)
14850,-776+-5671,[-6447;4895],(730.8%),(obscured;zero)
9534,-777+-5671,[-6448;4894],(729.9%),(obscured;zero)
58612,-781+-5671,[-6452;4890],(726.1%),(obscured;zero)
13547,-785+-5671,[-6456;4886],(722.4%),(obscured;zero)
55782,-792+-5671,[-6463;4879],(716.0%),(obscured;zero)
1616,-803+-5671,[-6474;4868],(706.2%),(obscured;zero)
19753,-804+-5671,[-6475;4867],(705.3%),(obscured;zero)
55406,-811+-5671,[-6482;4860],(699.3%),(obscured;zero)
15664,-823+-5671,[-6494;4848],(689.1%),(obscured;zero)
28524,-833+-5671,[-6504;4838],(680.8%),(obscured;zero)
394790,-835+-5671,[-6506;4836],(679.2%),(obscured;zero)
13216,-838+-5671,[-6509;4833],(676.7%),(obscured;zero)
37119,-840+-5671,[-6511;4831],(675.1%),(obscured;zero)
43517,-841+-5671,[-6512;4830],(674.3%),(obscured;zero)
55316,-848+-5671,[-6519;4823],(668.8%),(obscured;zero)
41260,-849+-5671,[-6520;4822],(668.0%),(obscured;zero)
42002,-849+-5671,[-6520;4822],(668.0%),(obscured;zero)
196852,-849+-5671,[-6520;4822],(668.0%),(obscured;zero)
36100,-853+-5671,[-6524;4818],(664.8%),(obscured;zero)
30554,-855+-5671,[-6526;4816],(663.3%),(obscured;zero)
206055,-862+-5671,[-6533;4809],(657.9%),(obscured;zero)
33571,-863+-5671,[-6534;4808],(657.1%),(obscured;zero)
62323,-867+-5671,[-6538;4804],(654.1%),(obscured;zero)
135161,-871+-5671,[-6542;4800],(651.1%),(obscured;zero)
201622,-876+-5671,[-6547;4795],(647.4%),(obscured;zero)
134183,-877+-5671,[-6548;4794],(646.6%),(obscured;zero)
45996,-880+-5671,[-6551;4791],(644.4%),(obscured;zero)
46971,-888+-5671,[-6559;4783],(638.6%),(obscured;zero)
14981,-889+-5671,[-6560;4782],(637.9%),(obscured;zero)
50976,-898+-5671,[-6569;4773],(631.5%),(obscured;zero)
25641,-903+-5671,[-6574;4768],(628.0%),(obscured;zero)
199008,-904+-5671,[-6575;4767],(627.3%),(obscured;zero)
52358,-908+-5671,[-6579;4763],(624.6%),(obscured;zero)
206102,-912+-5671,[-6583;4759],(621.8%),(obscured;zero)
24553,-919+-5671,[-6590;4752],(617.1%),(obscured;zero)
44628,-919+-5671,[-6590;4752],(617.1%),(obscured;zero)
52711,-923+-5671,[-6594;4748],(614.4%),(obscured;zero)
8811,-929+-5671,[-6600;4742],(610.4%),(obscured;zero)
202847,-930+-5671,[-6601;4741],(609.8%),(obscured;zero)
262973,-933+-5671,[-6604;4738],(607.8%),(obscured;zero)
40170,-939+-5671,[-6610;4732],(603.9%),(obscured;zero)
11524,-940+-5671,[-6611;4731],(603.3%),(obscured;zero)
6576,-942+-5671,[-6613;4729],(602.0%),(obscured;zero)
198419,-951+-5671,[-6622;4720],(596.3%),(obscured;zero)
267537,-954+-5671,[-6625;4717],(594.4%),(obscured;zero)
38843,-959+-5671,[-6630;4712],(591.3%),(obscured;zero)
24774,-960+-5671,[-6631;4711],(590.7%),(obscured;zero)
60837,-962+-5671,[-6633;4709],(589.5%),(obscured;zero)
30920,-963+-5671,[-6634;4708],(588.9%),(obscured;zero)
131737,-972+-5671,[-6643;4699],(583.4%),(obscured;zero)
54990,-996+-5671,[-6667;4675],(569.4%),(obscured;zero)
201795,-998+-5671,[-6669;4673],(568.2%),(obscured;zero)
263926,-1001+-5671,[-6672;4670],(566.5%),(obscured;zero)
37627,-1005+-5671,[-6676;4666],(564.3%),(obscured;zero)
132250,-1016+-5671,[-6687;4655],(558.2%),(obscured;zero)
20594,-1023+-5671,[-6694;4648],(554.3%),(obscured;zero)
42211,-1025+-5671,[-6696;4646],(553.3%),(obscured;zero)
202143,-1025+-5671,[-6696;4646],(553.3%),(obscured;zero)
2601,-1032+-5671,[-6703;4639],(549.5%),(obscured;zero)
6095,-1033+-5671,[-6704;4638],(549.0%),(obscured;zero)
53003,-1039+-5671,[-6710;4632],(545.8%),(obscured;zero)
263817,-1042+-5671,[-6713;4629],(544.2%),(obscured;zero)
54072,-1047+-5671,[-6718;4624],(541.6%),(obscured;zero)
42579,-1050+-5671,[-6721;4621],(540.1%),(obscured;zero)
23665,-1051+-5671,[-6722;4620],(539.6%),(obscured;zero)
36856,-1054+-5671,[-6725;4617],(538.0%),(obscured;zero)
396062,-1055+-5671,[-6726;4616],(537.5%),(obscured;zero)
396372,-1074+-5671,[-6745;4597],(528.0%),(obscured;zero)
16954,-1076+-5671,[-6747;4595],(527.0%),(obscured;zero)
58599,-1078+-5671,[-6749;4593],(526.1%),(obscured;zero)
52960,-1086+-5671,[-6757;4585],(522.2%),(obscured;zero)
57507,-1089+-5671,[-6760;4582],(520.8%),(obscured;zero)
46904,-1090+-5671,[-6761;4581],(520.3%),(obscured;zero)
264570,-1094+-5671,[-6765;4577],(518.4%),(obscured;zero)
133038,-1103+-5671,[-6774;4568],(514.1%),(obscured;zero)
17662,-1104+-5671,[-6775;4567],(513.7%),(obscured;zero)
3278,-1105+-5671,[-6776;4566],(513.2%),(obscured;zero)
197423,-1133+-5671,[-6804;4538],(500.5%),(obscured;zero)
2738,-1154+-5671,[-6825;4517],(491.4%),(obscured;zero)
60711,-1162+-5671,[-6833;4509],(488.0%),(obscured;zero)
206606,-1168+-5671,[-6839;4503],(485.5%),(obscured;zero)
34728,-1175+-5671,[-6846;4496],(482.6%),(obscured;zero)
23469,-1177+-5671,[-6848;4494],(481.8%),(obscured;zero)
205,-1196+-5671,[-6867;4475],(474.2%),(obscured;zero)
29884,-1198+-5671,[-6869;4473],(473.4%),(obscured;zero)
24835,-1199+-5671,[-6870;4472],(473.0%),(obscured;zero)
133382,-1205+-5671,[-6876;4466],(470.6%),(obscured;zero)
62172,-1219+-5671,[-6890;4452],(465.2%),(obscured;zero)
265457,-1222+-5671,[-6893;4449],(464.1%),(obscured;zero)
13134,-1229+-5671,[-6900;4442],(461.4%),(obscured;zero)
266366,-1230+-5671,[-6901;4441],(461.1%),(obscured;zero)
62714,-1231+-5671,[-6902;4440],(460.7%),(obscured;zero)
19696,-1238+-5671,[-6909;4433],(458.1%),(obscured;zero)
6893,-1244+-5671,[-6915;4427],(455.9%),(obscured;zero)
15116,-1244+-5671,[-6915;4427],(455.9%),(obscured;zero)
34587,-1250+-5671,[-6921;4421],(453.7%),(obscured;zero)
45291,-1255+-5671,[-6926;4416],(451.9%),(obscured;zero)
266429,-1269+-5671,[-6940;4402],(446.9%),(obscured;zero)
135189,-1273+-5671,[-6944;4398],(445.5%),(obscured;zero)
52420,-1279+-5671,[-6950;4392],(443.4%),(obscured;zero)
264519,-1280+-5671,[-6951;4391],(443.0%),(obscured;zero)
21573,-1283+-5671,[-6954;4388],(442.0%),(obscured;zero)
7212,-1288+-5671,[-6959;4383],(440.3%),(obscured;zero)
60484,-1310+-5671,[-6981;4361],(432.9%),(obscured;zero)
13231,-1319+-5671,[-6990;4352],(429.9%),(obscured;zero)
39682,-1319+-5671,[-6990;4352],(429.9%),(obscured;zero)
41744,-1326+-5671,[-6997;4345],(427.7%),(obscured;zero)
47570,-1326+-5671,[-6997;4345],(427.7%),(obscured;zero)
134058,-1329+-5671,[-7000;4342],(426.7%),(obscured;zero)
134952,-1329+-5671,[-7000;4342],(426.7%),(obscured;zero)
6711,-1339+-5671,[-7010;4332],(423.5%),(obscured;zero)
267507,-1344+-5671,[-7015;4327],(421.9%),(obscured;zero)
133272,-1345+-5671,[-7016;4326],(421.6%),(obscured;zero)
36179,-1353+-5671,[-7024;4318],(419.1%),(obscured;zero)
263327,-1353+-5671,[-7024;4318],(419.1%),(obscured;zero)
26341,-1355+-5671,[-7026;4316],(418.5%),(obscured;zero)
45750,-1355+-5671,[-7026;4316],(418.5%),(obscured;zero)
664,-1366+-5671,[-7037;4305],(415.2%),(obscured;zero)
51081,-1371+-5671,[-7042;4300],(413.6%),(obscured;zero)
43458,-1374+-5671,[-7045;4297],(412.7%),(obscured;zero)
265159,-1380+-5671,[-7051;4291],(410.9%),(obscured;zero)
42649,-1381+-5671,[-7052;4290],(410.6%),(obscured;zero)
264525,-1390+-5671,[-7061;4281],(408.0%),(obscured;zero)
38667,-1393+-5671,[-7064;4278],(407.1%),(obscured;zero)
45766,-1394+-5671,[-7065;4277],(406.8%),(obscured;zero)
262760,-1396+-5671,[-7067;4275],(406.2%),(obscured;zero)
16889,-1403+-5671,[-7074;4268],(404.2%),(obscured;zero)
25081,-1406+-5671,[-7077;4265],(403.3%),(obscured;zero)
51283,-1406+-5671,[-7077;4265],(403.3%),(obscured;zero)
41625,-1412+-5671,[-7083;4259],(401.6%),(obscured;zero)
60275,-1416+-5671,[-7087;4255],(400.5%),(obscured;zero)
15697,-1426+-5671,[-7097;4245],(397.7%),(obscured;zero)
199974,-1426+-5671,[-7097;4245],(397.7%),(obscured;zero)
16500,-1438+-5671,[-7109;4233],(394.4%),(obscured;zero)
206685,-1438+-5671,[-7109;4233],(394.4%),(obscured;zero)
27086,-1443+-5671,[-7114;4228],(393.0%),(obscured;zero)
43224,-1443+-5671,[-7114;4228],(393.0%),(obscured;zero)
395737,-1447+-5671,[-7118;4224],(391.9%),(obscured;zero)
12517,-1453+-5671,[-7124;4218],(390.3%),(obscured;zero)
24129,-1453+-5671,[-7124;4218],(390.3%),(obscured;zero)
197893,-1454+-5671,[-7125;4217],(390.0%),(obscured;zero)
207143,-1460+-5671,[-7131;4211],(388.4%),(obscured;zero)
26079,-1461+-5671,[-7132;4210],(388.2%),(obscured;zero)
8018,-1465+-5671,[-7136;4206],(387.1%),(obscured;zero)
12136,-1469+-5671,[-7140;4202],(386.0%),(obscured;zero)
4637,-1472+-5671,[-7143;4199],(385.3%),(obscured;zero)
47178,-1482+-5671,[-7153;4189],(382.7%),(obscured;zero)
50127,-1482+-5671,[-7153;4189],(382.7%),(obscured;zero)
7847,-1483+-5671,[-7154;4188],(382.4%),(obscured;zero)
40125,-1494+-5671,[-7165;4177],(379.6%),(obscured;zero)
264791,-1502+-5671,[-7173;4169],(377.6%),(obscured;zero)
6989,-1503+-5671,[-7174;4168],(377.3%),(obscured;zero)
201363,-1508+-5671,[-7179;4163],(376.1%),(obscured;zero)
15889,-1509+-5671,[-7180;4162],(375.8%),(obscured;zero)
262519,-1526+-5671,[-7197;4145],(371.6%),(obscured;zero)
394646,-1526+-5671,[-7197;4145],(371.6%),(obscured;zero)
56784,-1536+-5671,[-7207;4135],(369.2%),(obscured;zero)
393644,-1537+-5671,[-7208;4134],(369.0%),(obscured;zero)
27007,-1554+-5671,[-7225;4117],(364.9%),(obscured;zero)
133256,-1560+-5671,[-7231;4111],(363.5%),(obscured;zero)
64456,-1562+-5671,[-7233;4109],(363.1%),(obscured;zero)
36434,-1566+-5671,[-7237;4105],(362.1%),(obscured;zero)
27468,-1577+-5671,[-7248;4094],(359.6%),(obscured;zero)
1419,-1588+-5671,[-7259;4083],(357.1%),(obscured;zero)
53219,-1588+-5671,[-7259;4083],(357.1%),(obscured;zero)
8989,-1594+-5671,[-7265;4077],(355.8%),(obscured;zero)
265809,-1612+-5671,[-7283;4059],(351.8%),(obscured;zero)
59588,-1614+-5671,[-7285;4057],(351.4%),(obscured;zero)
17654,-1624+-5671,[-7295;4047],(349.2%),(obscured;zero)
22606,-1625+-5671,[-7296;4046],(349.0%),(obscured;zero)
54759,-1656+-5671,[-7327;4015],(342.5%),(obscured;zero)
41531,-1661+-5671,[-7332;4010],(341.4%),(obscured;zero)
266153,-1669+-5671,[-7340;4002],(339.8%),(obscured;zero)
35720,-1679+-5671,[-7350;3992],(337.8%),(obscured;zero)
51158,-1680+-5671,[-7351;3991],(337.6%),(obscured;zero)
49771,-1682+-5671,[-7353;3989],(337.2%),(obscured;zero)
395688,-1682+-5671,[-7353;3989],(337.2%),(obscured;zero)
52842,-1695+-5671,[-7366;3976],(334.6%),(obscured;zero)
11911,-1696+-5671,[-7367;3975],(334.4%),(obscured;zero)
39928,-1697+-5671,[-7368;3974],(334.2%),(obscured;zero)
8114,-1704+-5671,[-7375;3967],(332.8%),(obscured;zero)
37519,-1704+-5671,[-7375;3967],(332.8%),(obscured;zero)
5721,-1717+-5671,[-7388;3954],(330.3%),(obscured;zero)
22253,-1717+-5671,[-7388;3954],(330.3%),(obscured;zero)
57516,-1717+-5671,[-7388;3954],(330.3%),(obscured;zero)
198554,-1728+-5671,[-7399;3943],(328.2%),(obscured;zero)
201441,-1738+-5671,[-7409;3933],(326.3%),(obscured;zero)
266079,-1748+-5671,[-7419;3923],(324.4%),(obscured;zero)
26972,-1751+-5671,[-7422;3920],(323.9%),(obscured;zero)
30873,-1755+-5671,[-7426;3916],(323.1%),(obscured;zero)
30218,-1757+-5671,[-7428;3914],(322.8%),(obscured;zero)
52226,-1765+-5671,[-7436;3906],(321.3%),(obscured;zero)
